tarjeta_id,cliente_id,tipo_tarjeta,limite_credito,fecha_emision,activa
T00501,C0233,Visa Crédito,520000,2024-03-03,0
T00502,C0234,Visa Débito,0,2022-07-15,1
T00503,C0234,Visa Crédito,460000,2021-10-22,1
T00504,C0235,Visa Débito,0,2024-09-25,1
T00505,C0236,Visa Débito,0,2023-05-24,1
T00506,C0236,Mastercard Crédito,610000,2023-10-26,1
T00507,C0237,Visa Débito,0,2024-11-26,1
T00508,C0238,Visa Débito,0,2018-07-15,1
T00509,C0238,Visa Crédito,2430000,2021-01-07,1
T00510,C0238,Amex Crédito,2120000,2020-11-01,1
T00511,C0239,Visa Débito,0,2024-11-27,1
T00512,C0239,Amex Crédito,10530000,2023-05-28,1
T00513,C0240,Visa Débito,0,2023-07-08,1
T00514,C0240,Mastercard Crédito,5030000,2023-11-16,1
T00515,C0240,Amex Crédito,5740000,2023-06-24,1
T00516,C0241,Visa Débito,0,2024-08-26,1
T00517,C0242,Visa Débito,0,2023-12-06,0
T00518,C0242,Mastercard Crédito,940000,2024-03-06,0
T00519,C0242,Visa Crédito,820000,2024-06-07,0
T00520,C0243,Visa Débito,0,2023-06-10,1
T00521,C0243,Mastercard Crédito,640000,2023-01-11,1
T00522,C0243,Visa Crédito,520000,2022-01-15,1
T00523,C0244,Visa Débito,0,2013-05-29,0
T00524,C0244,Mastercard Crédito,450000,2016-04-04,0
T00525,C0247,Visa Débito,0,2024-11-04,1
T00526,C0247,Mastercard Crédito,740000,2019-01-01,1
T00527,C0247,Visa Crédito,750000,2017-04-23,1
T00528,C0248,Visa Débito,0,2023-11-02,1
T00529,C0248,Visa Crédito,670000,2024-03-23,0
T00530,C0249,Visa Débito,0,2024-04-09,1
T00531,C0250,Visa Débito,0,2024-09-03,0
T00532,C0250,Mastercard Crédito,520000,2021-08-15,1
T00533,C0251,Visa Débito,0,2024-08-07,1
T00534,C0251,Visa Crédito,510000,2023-08-17,1
T00535,C0251,Mastercard Crédito,450000,2021-07-31,1
T00536,C0252,Visa Débito,0,2017-09-23,1
T00537,C0252,Visa Crédito,5590000,2018-03-21,0
T00538,C0252,Amex Crédito,4290000,2023-11-20,1
T00539,C0252,Mastercard Crédito,7150000,2023-12-17,1
T00540,C0253,Visa Débito,0,2023-07-30,1
T00541,C0253,Amex Crédito,240000,2024-03-27,1
T00542,C0253,Visa Crédito,430000,2024-04-24,1
T00543,C0254,Visa Débito,0,2024-08-28,1
T00544,C0254,Visa Crédito,360000,2024-05-06,1
T00545,C0254,Mastercard Crédito,340000,2024-03-18,1
T00546,C0256,Visa Débito,0,2012-08-18,1
T00547,C0256,Mastercard Crédito,2080000,2016-09-30,1
T00548,C0256,Amex Crédito,910000,2013-04-13,1
T00549,C0256,Visa Crédito,1140000,2022-03-18,1
T00550,C0257,Visa Débito,0,2023-10-04,1
T00551,C0257,Amex Crédito,450000,2023-09-17,1
T00552,C0258,Visa Débito,0,2024-05-30,0
T00553,C0259,Visa Débito,0,2024-10-19,0
T00554,C0261,Visa Débito,0,2015-03-03,1
T00555,C0261,Mastercard Crédito,770000,2021-09-05,1
T00556,C0261,Amex Crédito,1330000,2016-11-19,1
T00557,C0262,Visa Débito,0,2024-10-19,1
T00558,C0262,Visa Crédito,1780000,2024-09-15,1
T00559,C0262,Amex Crédito,2670000,2023-12-19,1
T00560,C0263,Visa Débito,0,2014-04-14,1
T00561,C0263,Mastercard Crédito,270000,2015-07-08,1
T00562,C0264,Visa Débito,0,2024-08-17,1
T00563,C0264,Visa Crédito,1080000,2023-11-09,0
T00564,C0265,Visa Débito,0,2023-03-03,1
T00565,C0266,Visa Débito,0,2023-09-08,1
T00566,C0266,Amex Crédito,3660000,2023-10-03,1
T00567,C0266,Mastercard Crédito,2880000,2023-07-23,1
T00568,C0267,Visa Débito,0,2024-11-10,1
T00569,C0267,Visa Crédito,250000,2023-09-22,1
T00570,C0268,Visa Débito,0,2021-07-23,1
T00571,C0268,Mastercard Crédito,11120000,2022-01-05,1
T00572,C0268,Amex Crédito,12140000,2021-08-17,1
T00573,C0269,Visa Débito,0,2024-11-29,1
T00574,C0269,Mastercard Crédito,150000,2024-11-25,1
T00575,C0270,Visa Débito,0,2024-09-01,1
T00576,C0270,Amex Crédito,2070000,2022-04-09,1
T00577,C0271,Visa Débito,0,2024-09-21,0
T00578,C0272,Visa Débito,0,2024-04-05,1
T00579,C0272,Mastercard Crédito,480000,2024-10-16,1
T00580,C0273,Visa Débito,0,2024-10-01,0
T00581,C0273,Visa Crédito,3090000,2022-06-13,0
T00582,C0274,Visa Débito,0,2020-12-06,1
T00583,C0275,Visa Débito,0,2020-08-06,1
T00584,C0275,Visa Crédito,2290000,2021-11-21,1
T00585,C0276,Visa Débito,0,2024-11-10,1
T00586,C0276,Mastercard Crédito,440000,2024-10-27,1
T00587,C0277,Visa Débito,0,2024-10-17,1
T00588,C0277,Mastercard Crédito,1840000,2023-02-19,1
T00589,C0278,Visa Débito,0,2024-03-08,1
T00590,C0279,Visa Débito,0,2017-06-15,1
T00591,C0279,Mastercard Crédito,9370000,2018-12-21,1
T00592,C0279,Visa Crédito,5360000,2016-11-17,1
T00593,C0280,Visa Débito,0,2024-05-02,1
T00594,C0281,Visa Débito,0,2020-01-12,1
T00595,C0281,Mastercard Crédito,2240000,2018-04-25,1
T00596,C0281,Visa Crédito,2310000,2023-11-13,1
T00597,C0282,Visa Débito,0,2024-09-11,0
T00598,C0282,Visa Crédito,790000,2024-03-26,0
T00599,C0282,Mastercard Crédito,730000,2024-11-06,0
T00600,C0283,Visa Débito,0,2020-01-10,1
T00601,C0283,Mastercard Crédito,2840000,2023-04-28,1
T00602,C0283,Visa Crédito,6600000,2020-04-12,1
T00603,C0283,Amex Crédito,3980000,2023-03-12,0
T00604,C0284,Visa Débito,0,2024-08-12,1
T00605,C0285,Visa Débito,0,2024-11-26,1
T00606,C0285,Amex Crédito,1550000,2024-07-29,1
T00607,C0286,Visa Débito,0,2023-09-21,1
T00608,C0286,Visa Crédito,3290000,2019-07-18,1
T00609,C0286,Mastercard Crédito,2670000,2023-04-08,1
T00610,C0287,Visa Débito,0,2022-03-05,1
T00611,C0287,Mastercard Crédito,690000,2023-11-05,1
T00612,C0288,Visa Débito,0,2022-07-17,1
T00613,C0289,Visa Débito,0,2023-11-12,1
T00614,C0289,Mastercard Crédito,690000,2024-01-26,1
T00615,C0290,Visa Débito,0,2019-03-31,1
T00616,C0290,Visa Crédito,1680000,2021-10-08,1
T00617,C0290,Amex Crédito,2420000,2021-06-15,1
T00618,C0291,Visa Débito,0,2024-05-09,1
T00619,C0292,Visa Débito,0,2024-06-20,0
T00620,C0292,Mastercard Crédito,280000,2024-10-19,0
T00621,C0293,Visa Débito,0,2009-06-10,1
T00622,C0293,Amex Crédito,4160000,2004-11-16,1
T00623,C0294,Visa Débito,0,2024-02-13,1
T00624,C0294,Mastercard Crédito,3510000,2024-03-31,1
T00625,C0294,Amex Crédito,4680000,2024-10-06,1
T00626,C0295,Visa Débito,0,2024-08-08,1
T00627,C0296,Visa Débito,0,2023-12-06,1
T00628,C0296,Visa Crédito,390000,2024-05-06,1
T00629,C0297,Visa Débito,0,2024-10-27,1
T00630,C0297,Mastercard Crédito,130000,2024-09-29,1
T00631,C0299,Visa Débito,0,2024-07-05,1
T00632,C0299,Visa Crédito,660000,2024-05-30,1
T00633,C0299,Amex Crédito,680000,2020-08-10,1
T00634,C0300,Visa Débito,0,2022-02-16,1
T00635,C0301,Visa Débito,0,2024-07-25,1
T00636,C0301,Mastercard Crédito,700000,2024-07-21,1
T00637,C0301,Visa Crédito,620000,2024-07-12,1
T00638,C0302,Visa Débito,0,2024-08-21,1
T00639,C0303,Visa Débito,0,2024-03-08,1
T00640,C0303,Visa Crédito,470000,2020-03-04,1
T00641,C0304,Visa Débito,0,2022-12-24,1
T00642,C0304,Visa Crédito,4360000,2023-01-13,1
T00643,C0304,Mastercard Crédito,4960000,2024-01-26,1
T00644,C0305,Visa Débito,0,2023-06-25,0
T00645,C0305,Amex Crédito,390000,2024-06-15,0
T00646,C0305,Visa Crédito,1210000,2024-03-22,0
T00647,C0306,Visa Débito,0,2024-05-08,0
T00648,C0306,Mastercard Crédito,150000,2023-11-05,0
T00649,C0307,Visa Débito,0,2016-08-07,0
T00650,C0307,Amex Crédito,2200000,2017-09-29,1
T00651,C0307,Visa Crédito,4940000,2018-06-14,1
T00652,C0307,Mastercard Crédito,4140000,2024-09-11,1
T00653,C0308,Visa Débito,0,2024-10-19,1
T00654,C0308,Mastercard Crédito,880000,2024-03-20,1
T00655,C0309,Visa Débito,0,2024-04-02,0
T00656,C0310,Visa Débito,0,2024-07-30,1
T00657,C0311,Visa Débito,0,2024-11-13,1
T00658,C0311,Mastercard Crédito,690000,2023-09-23,1
T00659,C0311,Visa Crédito,990000,2020-09-17,1
T00660,C0313,Visa Débito,0,2024-09-02,1
T00661,C0313,Amex Crédito,2150000,2024-11-18,1
T00662,C0313,Mastercard Crédito,2030000,2024-07-10,1
T00663,C0313,Visa Crédito,1760000,2024-08-18,1
T00664,C0314,Visa Débito,0,2024-03-15,1
T00665,C0314,Amex Crédito,1980000,2024-06-18,1
T00666,C0314,Mastercard Crédito,1580000,2024-07-19,1
T00667,C0314,Visa Crédito,3360000,2024-09-12,1
T00668,C0315,Visa Débito,0,2021-07-25,1
T00669,C0315,Visa Crédito,690000,2022-03-10,1
T00670,C0315,Mastercard Crédito,840000,2023-08-24,1
T00671,C0316,Visa Débito,0,2024-10-14,1
T00672,C0316,Visa Crédito,420000,2023-10-11,1
T00673,C0316,Amex Crédito,770000,2024-10-23,1
T00674,C0317,Visa Débito,0,2022-11-25,1
T00675,C0317,Visa Crédito,8390000,2024-01-10,1
T00676,C0317,Mastercard Crédito,6910000,2023-08-09,1
T00677,C0317,Amex Crédito,10360000,2023-10-01,1
T00678,C0318,Visa Débito,0,2023-12-18,1
T00679,C0319,Visa Débito,0,2021-11-23,1
T00680,C0319,Mastercard Crédito,540000,2023-02-05,1
T00681,C0320,Visa Débito,0,2023-06-19,1
T00682,C0320,Mastercard Crédito,570000,2024-08-13,1
T00683,C0321,Visa Débito,0,2024-10-23,0
T00684,C0322,Visa Débito,0,2020-08-01,1
T00685,C0322,Visa Crédito,1760000,2022-08-30,1
T00686,C0322,Mastercard Crédito,2420000,2023-06-30,0
T00687,C0322,Amex Crédito,1400000,2019-10-09,1
T00688,C0323,Visa Débito,0,2024-08-14,0
T00689,C0323,Visa Crédito,1250000,2024-01-14,0
T00690,C0324,Visa Débito,0,2024-11-07,0
T00691,C0325,Visa Débito,0,2021-06-12,1
T00692,C0325,Mastercard Crédito,410000,2023-11-02,1
T00693,C0326,Visa Débito,0,2015-08-08,0
T00694,C0328,Visa Débito,0,2024-10-19,1
T00695,C0328,Visa Crédito,480000,2024-11-14,1
T00696,C0328,Mastercard Crédito,390000,2024-09-08,1
T00697,C0329,Visa Débito,0,2024-03-20,1
T00698,C0330,Visa Débito,0,2024-08-10,1
T00699,C0330,Mastercard Crédito,650000,2024-07-23,1
T00700,C0331,Visa Débito,0,2024-10-25,0
T00701,C0332,Visa Débito,0,2024-01-26,1
T00702,C0332,Visa Crédito,310000,2024-02-14,1
T00703,C0333,Visa Débito,0,2023-02-18,0
T00704,C0333,Mastercard Crédito,730000,2024-09-07,0
T00705,C0334,Visa Débito,0,2022-06-18,0
T00706,C0335,Visa Débito,0,2024-02-05,1
T00707,C0336,Visa Débito,0,2024-11-28,1
T00708,C0337,Visa Débito,0,2018-04-25,1
T00709,C0337,Mastercard Crédito,2580000,2024-03-25,1
T00710,C0337,Visa Crédito,3360000,2024-02-17,1
T00711,C0337,Amex Crédito,3370000,2018-12-13,1
T00712,C0338,Visa Débito,0,2024-09-29,1
T00713,C0338,Visa Crédito,680000,2024-03-11,1
T00714,C0339,Visa Débito,0,2023-10-13,1
T00715,C0339,Visa Crédito,5160000,2020-05-16,1
T00716,C0339,Amex Crédito,8480000,2023-07-07,1
T00717,C0340,Visa Débito,0,2022-11-15,1
T00718,C0340,Mastercard Crédito,1910000,2023-07-03,1
T00719,C0340,Amex Crédito,3920000,2022-05-01,1
T00720,C0341,Visa Débito,0,2024-04-01,1
T00721,C0341,Visa Crédito,190000,2023-07-02,1
T00722,C0342,Visa Débito,0,2020-07-28,0
T00723,C0343,Visa Débito,0,2024-09-14,1
T00724,C0343,Visa Crédito,80000,2024-04-22,1
T00725,C0344,Visa Débito,0,2021-07-18,1
T00726,C0344,Visa Crédito,4320000,2019-02-22,1
T00727,C0344,Mastercard Crédito,7630000,2023-06-12,1
T00728,C0344,Amex Crédito,9400000,2023-10-12,1
T00729,C0345,Visa Débito,0,2023-09-07,1
T00730,C0345,Visa Crédito,520000,2024-05-03,1
T00731,C0345,Mastercard Crédito,640000,2023-12-16,1
T00732,C0346,Visa Débito,0,2022-12-31,1
T00733,C0346,Amex Crédito,4800000,2019-07-25,1
T00734,C0346,Mastercard Crédito,12470000,2019-10-15,1
T00735,C0346,Visa Crédito,10920000,2007-10-25,1
T00736,C0348,Visa Débito,0,2023-12-04,1
T00737,C0348,Mastercard Crédito,3450000,2023-06-16,1
T00738,C0348,Visa Crédito,4630000,2023-01-29,1
T00739,C0349,Visa Débito,0,2024-11-19,1
T00740,C0349,Mastercard Crédito,320000,2024-07-12,1
T00741,C0350,Visa Débito,0,2024-08-31,1
T00742,C0350,Visa Crédito,5060000,2022-02-02,1
T00743,C0350,Amex Crédito,3860000,2020-01-18,1
T00744,C0350,Mastercard Crédito,3600000,2020-01-30,1
T00745,C0351,Visa Débito,0,2024-05-17,1
T00746,C0351,Visa Crédito,470000,2024-03-10,1
T00747,C0351,Mastercard Crédito,950000,2024-08-26,1
T00748,C0352,Visa Débito,0,2017-09-25,1
T00749,C0352,Visa Crédito,240000,2018-02-12,1
T00750,C0352,Amex Crédito,300000,2018-08-31,1
T00751,C0353,Visa Débito,0,2023-01-21,1
T00752,C0353,Visa Crédito,870000,2024-04-29,1
T00753,C0353,Mastercard Crédito,570000,2022-04-20,1
T00754,C0354,Visa Débito,0,2024-10-20,1
T00755,C0354,Visa Crédito,4190000,2024-11-20,1
T00756,C0354,Mastercard Crédito,5200000,2024-10-02,1
T00757,C0355,Visa Débito,0,2024-07-27,1
T00758,C0355,Mastercard Crédito,80000,2024-01-08,1
T00759,C0356,Visa Débito,0,2023-05-22,1
T00760,C0357,Visa Débito,0,2024-09-26,1
T00761,C0358,Visa Débito,0,2007-02-07,1
T00762,C0358,Mastercard Crédito,6350000,2013-06-16,1
T00763,C0358,Visa Crédito,7850000,2021-05-29,1
T00764,C0359,Visa Débito,0,2023-07-14,1
T00765,C0359,Amex Crédito,7560000,2024-09-28,1
T00766,C0359,Mastercard Crédito,6350000,2022-06-28,1
T00767,C0360,Visa Débito,0,2024-06-09,1
T00768,C0360,Mastercard Crédito,110000,2024-09-23,1
T00769,C0361,Visa Débito,0,2022-01-02,1
T00770,C0361,Mastercard Crédito,4920000,2023-08-22,1
T00771,C0361,Visa Crédito,8760000,2013-10-06,0
T00772,C0362,Visa Débito,0,2022-06-21,1
T00773,C0362,Mastercard Crédito,4090000,2021-06-04,1
T00774,C0363,Visa Débito,0,2024-11-12,1
T00775,C0364,Visa Débito,0,2023-10-30,1
T00776,C0365,Visa Débito,0,2022-05-16,1
T00777,C0365,Amex Crédito,3900000,2024-02-06,1
T00778,C0365,Visa Crédito,2420000,2023-05-29,1
T00779,C0366,Visa Débito,0,2022-06-07,1
T00780,C0366,Visa Crédito,400000,2023-07-23,1
T00781,C0367,Visa Débito,0,2024-04-23,1
T00782,C0367,Visa Crédito,6950000,2023-11-28,1
T00783,C0367,Amex Crédito,9090000,2024-02-03,1
T00784,C0367,Mastercard Crédito,8370000,2024-07-04,1
T00785,C0368,Visa Débito,0,2024-11-17,1
T00786,C0370,Visa Débito,0,2024-11-13,1
T00787,C0371,Visa Débito,0,2020-03-21,1
T00788,C0372,Visa Débito,0,2014-11-07,1
T00789,C0372,Amex Crédito,6080000,2008-05-25,1
T00790,C0372,Mastercard Crédito,8760000,2021-01-10,1
T00791,C0373,Visa Débito,0,2022-02-14,1
T00792,C0374,Visa Débito,0,2023-03-19,1
T00793,C0374,Visa Crédito,560000,2021-08-31,1
T00794,C0375,Visa Débito,0,2024-10-06,1
T00795,C0376,Visa Débito,0,2021-01-03,1
T00796,C0376,Mastercard Crédito,800000,2023-09-29,1
T00797,C0377,Visa Débito,0,2023-10-06,1
T00798,C0377,Amex Crédito,8960000,2024-10-12,1
T00799,C0377,Visa Crédito,5800000,2022-06-28,1
T00800,C0378,Visa Débito,0,2024-08-14,1
T00801,C0378,Visa Crédito,490000,2024-08-04,1
T00802,C0378,Mastercard Crédito,610000,2024-09-12,1
T00803,C0379,Visa Débito,0,2022-09-18,1
T00804,C0380,Visa Débito,0,2021-12-28,1
T00805,C0380,Visa Crédito,2500000,2021-08-12,1
T00806,C0380,Mastercard Crédito,3000000,2021-10-06,1
T00807,C0381,Visa Débito,0,2023-04-02,1
T00808,C0381,Mastercard Crédito,490000,2020-09-04,1
T00809,C0382,Visa Débito,0,2024-05-07,1
T00810,C0382,Visa Crédito,2990000,2024-10-04,1
T00811,C0382,Amex Crédito,1980000,2024-11-02,1
T00812,C0383,Visa Débito,0,2024-11-19,0
T00813,C0383,Amex Crédito,470000,2024-11-22,0
T00814,C0384,Visa Débito,0,2021-11-23,1
T00815,C0384,Amex Crédito,8610000,2020-03-20,1
T00816,C0385,Visa Débito,0,2020-06-23,0
T00817,C0385,Visa Crédito,840000,2023-06-03,1
T00818,C0386,Visa Débito,0,2024-09-05,1
T00819,C0386,Mastercard Crédito,460000,2024-09-23,1
T00820,C0386,Visa Crédito,460000,2024-07-13,1
T00821,C0387,Visa Débito,0,2024-05-05,0
T00822,C0388,Visa Débito,0,2024-08-15,1
T00823,C0388,Mastercard Crédito,190000,2024-01-04,1
T00824,C0388,Visa Crédito,750000,2023-11-02,1
T00825,C0389,Visa Débito,0,2024-02-24,1
T00826,C0390,Visa Débito,0,2023-05-26,1
T00827,C0390,Amex Crédito,510000,2021-12-19,1
T00828,C0390,Visa Crédito,600000,2020-04-30,1
T00829,C0391,Visa Débito,0,2023-10-11,1
T00830,C0391,Mastercard Crédito,410000,2020-06-14,1
T00831,C0392,Visa Débito,0,2022-10-26,1
T00832,C0392,Mastercard Crédito,2390000,2021-11-13,1
T00833,C0392,Visa Crédito,1830000,2023-06-24,1
T00834,C0393,Visa Débito,0,2023-04-16,0
T00835,C0393,Visa Crédito,190000,2023-05-11,0
T00836,C0394,Visa Débito,0,2022-01-29,1
T00837,C0394,Mastercard Crédito,1920000,2020-06-14,1
T00838,C0394,Amex Crédito,1950000,2021-05-22,1
T00839,C0395,Visa Débito,0,2024-01-22,0
T00840,C0395,Amex Crédito,900000,2024-09-25,0
T00841,C0395,Visa Crédito,500000,2024-01-07,0
T00842,C0396,Visa Débito,0,2022-02-05,1
T00843,C0396,Mastercard Crédito,350000,2019-04-19,1
T00844,C0396,Amex Crédito,430000,2018-01-12,1
T00845,C0397,Visa Débito,0,2024-10-30,1
T00846,C0397,Mastercard Crédito,170000,2023-11-14,1
T00847,C0398,Visa Débito,0,2020-03-25,1
T00848,C0398,Amex Crédito,7460000,2017-05-30,1
T00849,C0399,Visa Débito,0,2024-11-09,1
T00850,C0400,Visa Débito,0,2024-09-02,1
T00851,C0400,Amex Crédito,6160000,2024-01-18,1
T00852,C0400,Mastercard Crédito,7400000,2024-10-08,1
T00853,C0401,Visa Débito,0,2023-07-13,1
T00854,C0401,Visa Crédito,3280000,2021-04-06,0
T00855,C0401,Amex Crédito,2910000,2024-02-25,1
T00856,C0402,Visa Débito,0,2024-08-09,0
T00857,C0402,Mastercard Crédito,580000,2024-08-21,1
T00858,C0403,Visa Débito,0,2015-11-06,1
T00859,C0403,Visa Crédito,3590000,2020-11-18,1
T00860,C0404,Visa Débito,0,2024-07-20,1
T00861,C0404,Visa Crédito,770000,2023-12-26,1
T00862,C0404,Mastercard Crédito,580000,2024-03-20,1
T00863,C0405,Visa Débito,0,2024-07-01,1
T00864,C0406,Visa Débito,0,2014-08-03,1
T00865,C0406,Visa Crédito,320000,2019-07-18,1
T00866,C0406,Mastercard Crédito,300000,2016-07-20,1
T00867,C0407,Visa Débito,0,2023-11-14,0
T00868,C0407,Amex Crédito,7120000,2023-10-26,0
T00869,C0407,Visa Crédito,4200000,2023-05-17,0
T00870,C0408,Visa Débito,0,2020-05-29,1
T00871,C0408,Visa Crédito,250000,2018-09-09,1
T00872,C0408,Mastercard Crédito,380000,2011-03-23,0
T00873,C0409,Visa Débito,0,2024-10-16,1
T00874,C0410,Visa Débito,0,2024-11-04,0
T00875,C0410,Visa Crédito,140000,2024-11-05,0
T00876,C0411,Visa Débito,0,2024-11-21,1
T00877,C0411,Visa Crédito,3190000,2024-06-12,1
T00878,C0411,Mastercard Crédito,2530000,2023-07-08,1
T00879,C0412,Visa Débito,0,2024-11-02,1
T00880,C0412,Mastercard Crédito,170000,2024-02-22,1
T00881,C0413,Visa Débito,0,2024-10-05,1
T00882,C0414,Visa Débito,0,2024-06-04,1
T00883,C0415,Visa Débito,0,2022-12-24,1
T00884,C0415,Mastercard Crédito,6340000,2021-07-18,1
T00885,C0415,Visa Crédito,5970000,2023-06-15,1
T00886,C0416,Visa Débito,0,2024-11-09,0
T00887,C0416,Visa Crédito,620000,2024-11-21,0
T00888,C0416,Mastercard Crédito,1150000,2024-11-29,0
T00889,C0417,Visa Débito,0,2024-04-06,1
T00890,C0417,Mastercard Crédito,760000,2024-09-18,1
T00891,C0418,Visa Débito,0,2024-03-06,1
T00892,C0418,Amex Crédito,3010000,2023-04-15,1
T00893,C0418,Mastercard Crédito,3810000,2024-01-15,1
T00894,C0418,Visa Crédito,2600000,2024-02-15,1
T00895,C0419,Visa Débito,0,2023-04-23,1
T00896,C0420,Visa Débito,0,2022-08-09,1
T00897,C0421,Visa Débito,0,2024-08-21,1
T00898,C0422,Visa Débito,0,2023-08-12,1
T00899,C0422,Visa Crédito,150000,2023-06-16,1
T00900,C0423,Visa Débito,0,2022-05-23,1
T00901,C0423,Mastercard Crédito,430000,2024-01-17,1
T00902,C0423,Visa Crédito,530000,2021-09-02,1
T00903,C0424,Visa Débito,0,2021-01-18,1
T00904,C0424,Mastercard Crédito,8000000,2024-11-23,1
T00905,C0424,Amex Crédito,6360000,2024-06-29,1
T00906,C0425,Visa Débito,0,2024-11-26,1
T00907,C0425,Visa Crédito,2330000,2024-11-15,1
T00908,C0426,Visa Débito,0,2021-11-20,1
T00909,C0427,Visa Débito,0,2016-11-24,1
T00910,C0427,Mastercard Crédito,1530000,2020-10-18,1
T00911,C0427,Amex Crédito,1690000,2024-03-18,1
T00912,C0428,Visa Débito,0,2024-11-24,1
T00913,C0428,Visa Crédito,330000,2024-11-26,1
T00914,C0429,Visa Débito,0,2022-11-21,1
T00915,C0429,Mastercard Crédito,810000,2019-05-06,1
T00916,C0430,Visa Débito,0,2024-10-03,0
T00917,C0430,Visa Crédito,950000,2024-09-25,0
T00918,C0431,Visa Débito,0,2023-10-03,0
T00919,C0432,Visa Débito,0,2022-04-20,1
T00920,C0433,Visa Débito,0,2020-05-15,1
T00921,C0433,Mastercard Crédito,3670000,2020-07-09,1
T00922,C0433,Amex Crédito,3440000,2022-11-09,1
T00923,C0434,Visa Débito,0,2022-02-10,1
T00924,C0434,Visa Crédito,530000,2019-08-21,1
T00925,C0436,Visa Débito,0,2012-10-27,1
T00926,C0436,Mastercard Crédito,1200000,2015-06-06,1
T00927,C0437,Visa Débito,0,2024-08-04,1
T00928,C0437,Visa Crédito,3380000,2021-03-14,1
T00929,C0437,Mastercard Crédito,3770000,2020-03-05,1
T00930,C0438,Visa Débito,0,2024-09-12,1
T00931,C0438,Mastercard Crédito,330000,2021-01-02,1
T00932,C0439,Visa Débito,0,2020-02-13,1
T00933,C0439,Visa Crédito,1890000,2017-12-20,1
T00934,C0439,Mastercard Crédito,1850000,2019-01-01,1
T00935,C0440,Visa Débito,0,2024-05-06,1
T00936,C0440,Visa Crédito,7300000,2018-05-25,1
T00937,C0440,Amex Crédito,9140000,2016-07-30,1
T00938,C0441,Visa Débito,0,2022-07-11,1
T00939,C0441,Mastercard Crédito,330000,2022-02-28,1
T00940,C0441,Visa Crédito,440000,2023-12-12,0
T00941,C0442,Visa Débito,0,2023-08-30,1
T00942,C0443,Visa Débito,0,2024-05-11,1
T00943,C0443,Visa Crédito,120000,2024-05-06,1
T00944,C0444,Visa Débito,0,2023-06-01,1
T00945,C0444,Amex Crédito,860000,2023-01-04,1
T00946,C0444,Visa Crédito,480000,2023-07-04,1
T00947,C0445,Visa Débito,0,2024-10-05,1
T00948,C0445,Mastercard Crédito,6450000,2024-07-25,1
T00949,C0445,Amex Crédito,5700000,2024-05-22,1
T00950,C0446,Visa Débito,0,2011-05-10,1
T00951,C0446,Amex Crédito,14200000,2017-04-25,1
T00952,C0446,Visa Crédito,10370000,2019-05-13,1
T00953,C0447,Visa Débito,0,2024-03-25,1
T00954,C0447,Visa Crédito,120000,2023-10-15,1
T00955,C0448,Visa Débito,0,2023-10-20,1
T00956,C0448,Visa Crédito,180000,2024-08-09,1
T00957,C0449,Visa Débito,0,2024-04-09,0
T00958,C0450,Visa Débito,0,2018-05-19,1
T00959,C0450,Amex Crédito,7340000,2020-04-25,1
T00960,C0450,Mastercard Crédito,8360000,2014-09-21,1
T00961,C0451,Visa Débito,0,2022-11-16,1
T00962,C0452,Visa Débito,0,2024-07-25,1
T00963,C0453,Visa Débito,0,2024-07-25,1
T00964,C0454,Visa Débito,0,2024-11-15,1
T00965,C0455,Visa Débito,0,2024-06-01,1
T00966,C0455,Visa Crédito,680000,2024-08-27,1
T00967,C0456,Visa Débito,0,2024-08-05,1
T00968,C0456,Mastercard Crédito,510000,2024-08-25,1
T00969,C0456,Amex Crédito,370000,2024-07-01,1
T00970,C0457,Visa Débito,0,2018-12-07,1
T00971,C0458,Visa Débito,0,2024-10-16,1
T00972,C0458,Visa Crédito,530000,2024-10-09,1
T00973,C0459,Visa Débito,0,2023-04-13,1
T00974,C0459,Visa Crédito,5110000,2024-07-14,1
T00975,C0459,Amex Crédito,6320000,2024-07-15,1
T00976,C0460,Visa Débito,0,2020-01-25,1
T00977,C0460,Amex Crédito,3890000,2022-11-15,1
T00978,C0460,Visa Crédito,5870000,2017-05-24,1
T00979,C0461,Visa Débito,0,2020-08-13,1
T00980,C0461,Visa Crédito,5670000,2021-04-05,0
T00981,C0461,Mastercard Crédito,7680000,2022-04-19,1
T00982,C0461,Amex Crédito,7090000,2022-04-04,1
T00983,C0462,Visa Débito,0,2022-03-02,1
T00984,C0462,Visa Crédito,1790000,2023-05-29,1
T00985,C0462,Mastercard Crédito,1440000,2023-09-09,1
T00986,C0463,Visa Débito,0,2024-08-01,1
T00987,C0463,Amex Crédito,630000,2024-11-05,1
T00988,C0465,Visa Débito,0,2024-11-26,1
T00989,C0465,Mastercard Crédito,170000,2024-10-21,1
T00990,C0466,Visa Débito,0,2024-09-28,1
T00991,C0466,Mastercard Crédito,580000,2023-08-08,1
T00992,C0466,Visa Crédito,730000,2024-11-05,1
T00993,C0467,Visa Débito,0,2024-05-25,1
T00994,C0467,Visa Crédito,2250000,2024-10-28,1
T00995,C0468,Visa Débito,0,2023-01-13,0
T00996,C0468,Amex Crédito,260000,2022-02-25,1
T00997,C0468,Mastercard Crédito,330000,2020-06-05,0
T00998,C0469,Visa Débito,0,2024-11-21,0
T00999,C0469,Amex Crédito,390000,2024-03-16,1
T01000,C0469,Visa Crédito,380000,2024-11-27,1
T01001,C0470,Visa Débito,0,2013-06-09,1
