transaccion_id,tarjeta_id,cliente_id,fecha,monto_ars,categoria,tipo,aprobada
TX005506,T01196,C0558,2024-03-17,32074.23,Indumentaria,débito,1
TX005507,T01251,C0587,2024-03-17,6888.65,E-commerce,crédito,1
TX005508,T01432,C0669,2024-03-17,178469.92,Salud,débito,1
TX005509,T01447,C0676,2024-03-17,96286.91,Indumentaria,crédito,1
TX005510,T01453,C0680,2024-03-17,6220.86,Entretenimiento,débito,1
TX005511,T01518,C0709,2024-03-17,15687.97,Indumentaria,crédito,1
TX005512,T01628,C0762,2024-03-17,37783.94,Supermercado,débito,1
TX005513,T01721,C0804,2024-03-17,21058.32,Restaurant,crédito,1
TX005514,T01753,C0819,2024-03-17,15363.17,Servicios,débito,1
TX005515,T01766,C0827,2024-03-17,25012.45,Supermercado,débito,1
TX005516,T01773,C0831,2024-03-17,185774.5,Transferencia,débito,1
TX005517,T01775,C0832,2024-03-17,47230.76,Servicios,débito,1
TX005518,T01811,C0849,2024-03-17,20519.68,Servicios,crédito,1
TX005519,T01824,C0857,2024-03-17,31064.69,Combustible,débito,1
TX005520,T01868,C0879,2024-03-17,29651.59,Servicios,débito,1
TX005521,T01887,C0889,2024-03-17,26891.67,E-commerce,débito,0
TX005522,T01903,C0897,2024-03-17,15148.52,Salud,crédito,1
TX005523,T01943,C0917,2024-03-17,42055.36,Restaurant,débito,1
TX005524,T01959,C0927,2024-03-17,59274.45,Restaurant,débito,1
TX005525,T01965,C0930,2024-03-17,166855.61,Salud,débito,1
TX005526,T01989,C0940,2024-03-17,97170.09,Transferencia,débito,1
TX005527,T02059,C0976,2024-03-17,39451.77,Viajes,débito,0
TX005528,T02059,C0976,2024-03-17,7312.01,Entretenimiento,débito,1
TX005529,T02100,C0997,2024-03-17,60210.86,Supermercado,crédito,1
TX005530,T00032,C0014,2024-03-18,69975.69,Restaurant,débito,1
TX005531,T00076,C0034,2024-03-18,116479.09,E-commerce,débito,1
TX005532,T00076,C0034,2024-03-18,69738.4,Indumentaria,débito,1
TX005533,T00077,C0035,2024-03-18,48003.62,Supermercado,débito,1
TX005534,T00145,C0066,2024-03-18,30469.18,Combustible,débito,1
TX005535,T00148,C0067,2024-03-18,18733.9,Salud,débito,1
TX005536,T00178,C0080,2024-03-18,156641.04,Salud,débito,1
TX005537,T00197,C0087,2024-03-18,8494.98,E-commerce,débito,1
TX005538,T00209,C0091,2024-03-18,22084.64,Combustible,crédito,1
TX005539,T00254,C0109,2024-03-18,7776.81,Entretenimiento,débito,1
TX005540,T00259,C0111,2024-03-18,29562.35,Restaurant,crédito,1
TX005541,T00260,C0112,2024-03-18,47741.68,Supermercado,débito,1
TX005542,T00302,C0133,2024-03-18,50482.15,Supermercado,débito,1
TX005543,T00408,C0189,2024-03-18,56540.25,Restaurant,débito,1
TX005544,T00509,C0238,2024-03-18,55395.75,E-commerce,crédito,1
TX005545,T00545,C0254,2024-03-18,9386.6,Servicios,crédito,1
TX005546,T00594,C0281,2024-03-18,20325.2,Restaurant,débito,1
TX005547,T00603,C0283,2024-03-18,94112.31,E-commerce,crédito,1
TX005548,T00617,C0290,2024-03-18,79767.73,Supermercado,crédito,1
TX005549,T00621,C0293,2024-03-18,150268.81,Salud,débito,1
TX005550,T00709,C0337,2024-03-18,56605.23,Indumentaria,crédito,1
TX005551,T00713,C0338,2024-03-18,12218.81,Salud,crédito,1
TX005552,T00729,C0345,2024-03-18,5367.86,Servicios,débito,1
TX005553,T00818,C0386,2024-03-18,46441.46,Salud,débito,1
TX005554,T00858,C0403,2024-03-18,21276.64,Supermercado,débito,1
TX005555,T00860,C0404,2024-03-18,2931.49,Servicios,débito,1
TX005556,T00875,C0410,2024-03-18,32254.31,Indumentaria,crédito,0
TX005557,T00882,C0414,2024-03-18,20759.59,Supermercado,débito,0
TX005558,T00895,C0419,2024-03-18,20571.04,Restaurant,débito,1
TX005559,T00896,C0420,2024-03-18,33990.73,Restaurant,débito,1
TX005560,T00917,C0430,2024-03-18,32270.85,E-commerce,crédito,1
TX005561,T00947,C0445,2024-03-18,37380.99,Restaurant,débito,1
TX005562,T00963,C0453,2024-03-18,10621.48,Restaurant,débito,1
TX005563,T00994,C0467,2024-03-18,22140.97,Combustible,crédito,1
TX005564,T01097,C0515,2024-03-18,23328.8,Supermercado,débito,1
TX005565,T01185,C0554,2024-03-18,71007.01,Transferencia,débito,1
TX005566,T01205,C0563,2024-03-18,20837.52,E-commerce,débito,1
TX005567,T01236,C0581,2024-03-18,49423.94,Restaurant,débito,1
TX005568,T01286,C0604,2024-03-18,6200.02,Entretenimiento,débito,1
TX005569,T01297,C0609,2024-03-18,24161.51,Salud,crédito,1
TX005570,T01318,C0620,2024-03-18,77863.42,Salud,débito,1
TX005571,T01341,C0631,2024-03-18,50896.61,Servicios,débito,1
TX005572,T01380,C0647,2024-03-18,34877.04,Combustible,débito,1
TX005573,T01387,C0650,2024-03-18,43101.17,Supermercado,débito,1
TX005574,T01396,C0653,2024-03-18,36356.43,Combustible,débito,1
TX005575,T01400,C0654,2024-03-18,49779.51,Combustible,crédito,1
TX005576,T01455,C0681,2024-03-18,98786.66,E-commerce,crédito,1
TX005577,T01488,C0696,2024-03-18,11102.4,Combustible,débito,1
TX005578,T01531,C0715,2024-03-18,69521.75,Restaurant,crédito,1
TX005579,T01538,C0718,2024-03-18,24501.21,Servicios,crédito,0
TX005580,T01573,C0733,2024-03-18,36241.97,Servicios,débito,1
TX005581,T01604,C0747,2024-03-18,74736.35,Combustible,débito,1
TX005582,T01607,C0749,2024-03-18,34243.29,E-commerce,débito,1
TX005583,T01626,C0760,2024-03-18,62153.75,Transferencia,débito,1
TX005584,T01629,C0762,2024-03-18,55243.36,E-commerce,crédito,1
TX005585,T01659,C0775,2024-03-18,48076.36,Restaurant,débito,1
TX005586,T01666,C0777,2024-03-18,66612.74,Salud,crédito,1
TX005587,T01673,C0780,2024-03-18,11704.02,Servicios,crédito,1
TX005588,T01744,C0814,2024-03-18,15631.32,E-commerce,crédito,1
TX005589,T01778,C0833,2024-03-18,48060.77,Servicios,débito,1
TX005590,T01803,C0846,2024-03-18,182564.94,Supermercado,crédito,1
TX005591,T01915,C0901,2024-03-18,53315.87,Combustible,crédito,1
TX005592,T01963,C0929,2024-03-18,17960.98,Servicios,débito,1
TX005593,T02002,C0945,2024-03-18,8195.87,Entretenimiento,crédito,1
TX005594,T02056,C0973,2024-03-18,14611.56,Entretenimiento,débito,1
TX005595,T02064,C0979,2024-03-18,12904.05,Combustible,débito,1
TX005596,T00001,C0001,2024-03-19,127087.71,Transferencia,débito,1
TX005597,T00091,C0042,2024-03-19,98496.09,Transferencia,débito,1
TX005598,T00096,C0045,2024-03-19,17534.93,Combustible,débito,1
TX005599,T00103,C0048,2024-03-19,22585.38,Supermercado,crédito,1
TX005600,T00120,C0057,2024-03-19,111262.29,Transferencia,débito,1
TX005601,T00143,C0064,2024-03-19,14568.95,Supermercado,débito,1
TX005602,T00148,C0067,2024-03-19,22019.3,Combustible,débito,0
TX005603,T00152,C0070,2024-03-19,21793.29,Servicios,débito,1
TX005604,T00182,C0081,2024-03-19,67457.09,Supermercado,crédito,1
TX005605,T00216,C0093,2024-03-19,37998.62,Indumentaria,crédito,1
TX005606,T00241,C0104,2024-03-19,139569.66,Indumentaria,crédito,1
TX005607,T00260,C0112,2024-03-19,20843.0,Combustible,débito,1
TX005608,T00286,C0124,2024-03-19,17195.66,Entretenimiento,crédito,1
TX005609,T00297,C0131,2024-03-19,35782.52,Restaurant,débito,0
TX005610,T00309,C0138,2024-03-19,51849.46,Servicios,débito,1
TX005611,T00318,C0143,2024-03-19,83120.72,Supermercado,débito,1
TX005612,T00327,C0146,2024-03-19,54192.86,Restaurant,crédito,1
TX005613,T00349,C0159,2024-03-19,36553.38,Servicios,débito,0
TX005614,T00357,C0161,2024-03-19,111670.92,Restaurant,crédito,1
TX005615,T00437,C0204,2024-03-19,134725.76,Transferencia,débito,1
TX005616,T00462,C0213,2024-03-19,10287.35,Supermercado,débito,1
TX005617,T00471,C0217,2024-03-19,150186.33,Combustible,crédito,1
TX005618,T00511,C0239,2024-03-19,68728.2,Restaurant,débito,1
TX005619,T00513,C0240,2024-03-19,24238.57,Servicios,débito,1
TX005620,T00535,C0251,2024-03-19,5442.47,Servicios,crédito,1
TX005621,T00543,C0254,2024-03-19,27493.15,Combustible,débito,1
TX005622,T00573,C0269,2024-03-19,24879.01,Restaurant,débito,1
TX005623,T00598,C0282,2024-03-19,23577.76,Supermercado,crédito,1
TX005624,T00618,C0291,2024-03-19,20235.35,Indumentaria,débito,1
TX005625,T00621,C0293,2024-03-19,59800.04,Combustible,débito,1
TX005626,T00627,C0296,2024-03-19,18005.82,Supermercado,débito,1
TX005627,T00648,C0306,2024-03-19,18100.94,Restaurant,crédito,1
TX005628,T00677,C0317,2024-03-19,136003.91,Supermercado,crédito,1
TX005629,T00743,C0350,2024-03-19,35976.49,Entretenimiento,crédito,1
TX005630,T00776,C0365,2024-03-19,41794.18,Restaurant,débito,1
TX005631,T00831,C0392,2024-03-19,59264.51,Combustible,débito,1
TX005632,T00847,C0398,2024-03-19,158839.97,Transferencia,débito,1
TX005633,T00847,C0398,2024-03-19,53187.88,Supermercado,débito,1
TX005634,T00855,C0401,2024-03-19,99083.15,Restaurant,crédito,1
TX005635,T00889,C0417,2024-03-19,28643.66,Servicios,débito,1
TX005636,T00907,C0425,2024-03-19,43454.74,Restaurant,crédito,1
TX005637,T00934,C0439,2024-03-19,34095.33,Supermercado,crédito,1
TX005638,T01002,C0470,2024-03-19,7540.78,Combustible,crédito,1
TX005639,T01067,C0501,2024-03-19,6340.8,Servicios,crédito,1
TX005640,T01262,C0592,2024-03-19,219804.73,Viajes,crédito,1
TX005641,T01261,C0592,2024-03-19,110689.81,Combustible,débito,1
TX005642,T01301,C0611,2024-03-19,164881.1,Viajes,crédito,1
TX005643,T01307,C0614,2024-03-19,89674.96,Indumentaria,débito,1
TX005644,T01323,C0622,2024-03-19,39795.05,Entretenimiento,crédito,1
TX005645,T01331,C0627,2024-03-19,25220.14,Supermercado,débito,0
TX005646,T01383,C0648,2024-03-19,39214.91,Combustible,débito,1
TX005647,T01387,C0650,2024-03-19,10890.19,Servicios,débito,1
TX005648,T01408,C0658,2024-03-19,31885.14,E-commerce,débito,1
TX005649,T01438,C0671,2024-03-19,64498.74,Supermercado,débito,1
TX005650,T01448,C0678,2024-03-19,39192.51,Transferencia,débito,1
TX005651,T01453,C0680,2024-03-19,11538.37,Entretenimiento,débito,1
TX005652,T01454,C0681,2024-03-19,332848.87,Transferencia,débito,1
TX005653,T01504,C0703,2024-03-19,16113.09,Entretenimiento,crédito,1
TX005654,T01518,C0709,2024-03-19,28037.46,Supermercado,crédito,1
TX005655,T01558,C0726,2024-03-19,32180.16,Indumentaria,débito,1
TX005656,T01572,C0732,2024-03-19,83398.97,Salud,crédito,1
TX005657,T01572,C0732,2024-03-19,10305.41,Combustible,crédito,1
TX005658,T01607,C0749,2024-03-19,83004.12,Supermercado,débito,1
TX005659,T01646,C0769,2024-03-19,47985.5,Supermercado,débito,0
TX005660,T01675,C0781,2024-03-19,49291.86,Servicios,débito,1
TX005661,T01693,C0791,2024-03-19,2536.48,Servicios,débito,0
TX005662,T01710,C0798,2024-03-19,15221.48,Servicios,crédito,1
TX005663,T01794,C0843,2024-03-19,26129.86,Salud,crédito,1
TX005664,T01814,C0850,2024-03-19,22175.11,Supermercado,crédito,1
TX005665,T01838,C0863,2024-03-19,23660.83,Servicios,crédito,1
TX005666,T01842,C0865,2024-03-19,2195.64,Servicios,crédito,1
TX005667,T01871,C0880,2024-03-19,10043.8,Combustible,crédito,1
TX005668,T01886,C0888,2024-03-19,25289.39,Supermercado,crédito,1
TX005669,T01889,C0889,2024-03-19,26667.92,Servicios,crédito,1
TX005670,T01892,C0891,2024-03-19,230296.34,Transferencia,débito,1
TX005671,T01911,C0900,2024-03-19,42548.11,Indumentaria,crédito,1
TX005672,T01945,C0919,2024-03-19,22280.18,E-commerce,débito,1
TX005673,T01961,C0928,2024-03-19,182409.88,Transferencia,débito,1
TX005674,T01973,C0933,2024-03-19,37600.6,Combustible,crédito,1
TX005675,T01986,C0938,2024-03-19,40529.36,Combustible,débito,1
TX005676,T02000,C0944,2024-03-19,8479.42,Entretenimiento,crédito,1
TX005677,T02073,C0983,2024-03-19,143133.86,Transferencia,débito,1
TX005678,T00032,C0014,2024-03-20,117258.93,Transferencia,débito,1
TX005679,T00041,C0018,2024-03-20,31468.89,Supermercado,débito,1
TX005680,T00059,C0026,2024-03-20,35552.8,Indumentaria,débito,1
TX005681,T00118,C0056,2024-03-20,43063.68,Supermercado,débito,1
TX005682,T00122,C0058,2024-03-20,148373.2,Transferencia,débito,1
TX005683,T00141,C0063,2024-03-20,44239.66,Combustible,crédito,1
TX005684,T00139,C0063,2024-03-20,97330.26,Transferencia,débito,1
TX005685,T00143,C0064,2024-03-20,7190.7,Servicios,débito,1
TX005686,T00187,C0083,2024-03-20,32590.3,Combustible,débito,0
TX005687,T00193,C0085,2024-03-20,58456.6,Supermercado,crédito,1
TX005688,T00257,C0111,2024-03-20,38534.81,Salud,débito,0
TX005689,T00278,C0121,2024-03-20,17574.48,Servicios,débito,1
TX005690,T00351,C0159,2024-03-20,74733.23,Restaurant,crédito,1
TX005691,T00382,C0174,2024-03-20,26430.63,Restaurant,débito,0
TX005692,T00398,C0184,2024-03-20,18852.62,Servicios,débito,1
TX005693,T00411,C0190,2024-03-20,353945.74,Salud,crédito,1
TX005694,T00418,C0194,2024-03-20,87014.28,Transferencia,débito,0
TX005695,T00436,C0203,2024-03-20,24233.51,Salud,crédito,1
TX005696,T00478,C0219,2024-03-20,57448.48,Entretenimiento,crédito,1
TX005697,T00480,C0221,2024-03-20,16968.87,Indumentaria,débito,1
TX005698,T00520,C0243,2024-03-20,31571.62,Supermercado,débito,1
TX005699,T00550,C0257,2024-03-20,17907.97,Salud,débito,1
TX005700,T00583,C0275,2024-03-20,69172.51,Supermercado,débito,1
TX005701,T00600,C0283,2024-03-20,92065.89,Salud,débito,1
TX005702,T00600,C0283,2024-03-20,530877.77,Transferencia,débito,1
TX005703,T00617,C0290,2024-03-20,25070.86,Restaurant,crédito,1
TX005704,T00628,C0296,2024-03-20,18953.91,Supermercado,crédito,1
TX005705,T00639,C0303,2024-03-20,48690.64,Supermercado,débito,1
TX005706,T00641,C0304,2024-03-20,116992.09,Salud,débito,1
TX005707,T00760,C0357,2024-03-20,18157.31,Supermercado,débito,1
TX005708,T00772,C0362,2024-03-20,74696.61,Supermercado,débito,1
TX005709,T00848,C0398,2024-03-20,114513.31,Supermercado,crédito,1
TX005710,T00858,C0403,2024-03-20,49418.47,Combustible,débito,1
TX005711,T00878,C0411,2024-03-20,33208.32,Combustible,crédito,1
TX005712,T00883,C0415,2024-03-20,55869.91,Combustible,débito,1
TX005713,T00915,C0429,2024-03-20,30123.3,Transferencia,crédito,1
TX005714,T00954,C0447,2024-03-20,9214.93,E-commerce,crédito,1
TX005715,T01000,C0469,2024-03-20,80113.7,Indumentaria,crédito,1
TX005716,T01044,C0491,2024-03-20,121087.67,Indumentaria,crédito,1
TX005717,T01084,C0511,2024-03-20,33832.93,Combustible,débito,1
TX005718,T01107,C0518,2024-03-20,31041.47,Servicios,débito,1
TX005719,T01111,C0519,2024-03-20,21258.59,Supermercado,débito,1
TX005720,T01130,C0525,2024-03-20,24362.18,Indumentaria,crédito,1
TX005721,T01148,C0534,2024-03-20,68055.02,Viajes,crédito,1
TX005722,T01203,C0561,2024-03-20,38314.54,Indumentaria,crédito,1
TX005723,T01208,C0565,2024-03-20,9097.03,Servicios,débito,1
TX005724,T01226,C0572,2024-03-20,19962.44,Entretenimiento,crédito,1
TX005725,T01271,C0597,2024-03-20,50517.11,E-commerce,débito,1
TX005726,T01331,C0627,2024-03-20,14315.69,Supermercado,débito,1
TX005727,T01355,C0636,2024-03-20,155960.23,Viajes,crédito,1
TX005728,T01382,C0647,2024-03-20,93625.9,Transferencia,crédito,1
TX005729,T01418,C0663,2024-03-20,21864.56,Supermercado,débito,1
TX005730,T01461,C0684,2024-03-20,7407.14,Restaurant,débito,1
TX005731,T01468,C0687,2024-03-20,27503.87,Salud,débito,1
TX005732,T01474,C0691,2024-03-20,22019.94,Supermercado,débito,1
TX005733,T01493,C0699,2024-03-20,20892.32,Salud,débito,1
TX005734,T01499,C0702,2024-03-20,59110.51,Restaurant,débito,1
TX005735,T01518,C0709,2024-03-20,23022.35,E-commerce,crédito,1
TX005736,T01527,C0713,2024-03-20,12410.78,Servicios,crédito,1
TX005737,T01538,C0718,2024-03-20,33397.16,Supermercado,crédito,1
TX005738,T01622,C0757,2024-03-20,8726.54,Combustible,débito,1
TX005739,T01691,C0789,2024-03-20,17193.87,E-commerce,débito,1
TX005740,T01749,C0816,2024-03-20,23039.07,Combustible,crédito,1
TX005741,T01751,C0817,2024-03-20,11702.68,Entretenimiento,débito,0
TX005742,T01781,C0835,2024-03-20,48673.59,Supermercado,débito,1
TX005743,T01790,C0840,2024-03-20,21619.45,Servicios,débito,1
TX005744,T01801,C0846,2024-03-20,38747.36,Servicios,débito,1
TX005745,T01817,C0852,2024-03-20,7702.4,Entretenimiento,débito,1
TX005746,T01836,C0863,2024-03-20,85926.8,E-commerce,débito,1
TX005747,T01836,C0863,2024-03-20,56820.35,Combustible,débito,1
TX005748,T01888,C0889,2024-03-20,23655.78,Entretenimiento,crédito,1
TX005749,T01902,C0897,2024-03-20,31089.64,Restaurant,débito,1
TX005750,T01952,C0922,2024-03-20,24502.14,Indumentaria,débito,1
TX005751,T01954,C0924,2024-03-20,221427.91,Viajes,crédito,1
TX005752,T01961,C0928,2024-03-20,5777.12,Servicios,débito,1
TX005753,T01973,C0933,2024-03-20,29128.87,Combustible,crédito,1
TX005754,T01981,C0936,2024-03-20,138220.42,Servicios,débito,0
TX005755,T01995,C0942,2024-03-20,13220.66,Servicios,débito,1
TX005756,T02073,C0983,2024-03-20,114305.96,Transferencia,débito,1
TX005757,T02073,C0983,2024-03-20,39167.12,Transferencia,débito,1
TX005758,T00037,C0015,2024-03-21,52624.3,E-commerce,crédito,1
TX005759,T00044,C0019,2024-03-21,60125.48,Salud,crédito,1
TX005760,T00078,C0036,2024-03-21,12877.59,Supermercado,débito,1
TX005761,T00112,C0053,2024-03-21,73189.72,Restaurant,débito,1
TX005762,T00127,C0060,2024-03-21,136889.36,Salud,débito,1
TX005763,T00139,C0063,2024-03-21,83710.38,Transferencia,débito,1
TX005764,T00197,C0087,2024-03-21,13017.07,Servicios,débito,1
TX005765,T00227,C0098,2024-03-21,22449.95,Transferencia,débito,1
TX005766,T00254,C0109,2024-03-21,7013.94,E-commerce,débito,1
TX005767,T00284,C0123,2024-03-21,21287.57,Salud,débito,1
TX005768,T00284,C0123,2024-03-21,5154.88,Entretenimiento,débito,1
TX005769,T00290,C0126,2024-03-21,23128.95,Restaurant,débito,1
TX005770,T00329,C0147,2024-03-21,17581.49,Combustible,débito,1
TX005771,T00339,C0153,2024-03-21,37904.4,Entretenimiento,crédito,1
TX005772,T00408,C0189,2024-03-21,16832.38,Combustible,débito,1
TX005773,T00494,C0231,2024-03-21,35913.23,Entretenimiento,débito,1
TX005774,T00499,C0232,2024-03-21,37522.85,E-commerce,crédito,1
TX005775,T00505,C0236,2024-03-21,16173.65,Servicios,débito,1
TX005776,T00511,C0239,2024-03-21,45795.49,Entretenimiento,débito,1
TX005777,T00536,C0252,2024-03-21,66321.65,Restaurant,débito,1
TX005778,T00568,C0267,2024-03-21,21176.13,Supermercado,débito,1
TX005779,T00582,C0274,2024-03-21,11151.08,Combustible,débito,1
TX005780,T00594,C0281,2024-03-21,105681.97,Transferencia,débito,1
TX005781,T00597,C0282,2024-03-21,36508.5,Indumentaria,débito,1
TX005782,T00626,C0295,2024-03-21,11818.95,E-commerce,débito,1
TX005783,T00649,C0307,2024-03-21,11734.0,Servicios,débito,1
TX005784,T00681,C0320,2024-03-21,17671.19,Supermercado,débito,1
TX005785,T00722,C0342,2024-03-21,19902.61,Restaurant,débito,0
TX005786,T00725,C0344,2024-03-21,241373.23,Salud,débito,1
TX005787,T00758,C0355,2024-03-21,11805.48,Indumentaria,crédito,1
TX005788,T00764,C0359,2024-03-21,139123.51,Combustible,débito,1
TX005789,T00774,C0363,2024-03-21,31426.69,Indumentaria,débito,1
TX005790,T00776,C0365,2024-03-21,40400.12,Combustible,débito,1
TX005791,T00810,C0382,2024-03-21,59840.22,Restaurant,crédito,1
TX005792,T00815,C0384,2024-03-21,132194.14,Supermercado,crédito,1
TX005793,T01030,C0484,2024-03-21,21218.52,Combustible,crédito,0
TX005794,T01144,C0532,2024-03-21,39289.43,Combustible,débito,1
TX005795,T01179,C0550,2024-03-21,7243.92,Supermercado,crédito,1
TX005796,T01226,C0572,2024-03-21,30362.16,Indumentaria,crédito,1
TX005797,T01244,C0584,2024-03-21,47781.56,Supermercado,crédito,1
TX005798,T01262,C0592,2024-03-21,27656.71,Entretenimiento,crédito,1
TX005799,T01269,C0596,2024-03-21,201525.47,E-commerce,crédito,1
TX005800,T01289,C0606,2024-03-21,23919.36,Indumentaria,crédito,1
TX005801,T01307,C0614,2024-03-21,77172.55,Supermercado,débito,1
TX005802,T01343,C0631,2024-03-21,83933.43,Entretenimiento,crédito,1
TX005803,T01363,C0639,2024-03-21,51211.98,Salud,crédito,1
TX005804,T01364,C0639,2024-03-21,44357.08,Indumentaria,crédito,1
TX005805,T01427,C0667,2024-03-21,181485.25,Transferencia,débito,1
TX005806,T01430,C0668,2024-03-21,15912.34,Supermercado,débito,1
TX005807,T01433,C0669,2024-03-21,52616.89,Combustible,crédito,1
TX005808,T01432,C0669,2024-03-21,216680.04,Supermercado,débito,1
TX005809,T01456,C0682,2024-03-21,60181.27,Entretenimiento,débito,1
TX005810,T01469,C0687,2024-03-21,306948.15,Indumentaria,crédito,1
TX005811,T01499,C0702,2024-03-21,81930.92,Combustible,débito,1
TX005812,T01607,C0749,2024-03-21,54501.04,Restaurant,débito,1
TX005813,T01608,C0750,2024-03-21,9952.77,Entretenimiento,débito,1
TX005814,T01643,C0768,2024-03-21,55261.56,Supermercado,débito,1
TX005815,T01646,C0769,2024-03-21,12880.18,Combustible,débito,1
TX005816,T01704,C0796,2024-03-21,13618.77,Salud,débito,1
TX005817,T01759,C0822,2024-03-21,10051.82,Entretenimiento,débito,1
TX005818,T01763,C0824,2024-03-21,23547.51,Indumentaria,débito,1
TX005819,T01774,C0831,2024-03-21,54458.2,E-commerce,crédito,1
TX005820,T01780,C0834,2024-03-21,28229.32,Supermercado,débito,1
TX005821,T01841,C0865,2024-03-21,6664.61,Servicios,débito,1
TX005822,T01850,C0870,2024-03-21,17219.66,E-commerce,crédito,1
TX005823,T01857,C0873,2024-03-21,84977.57,Salud,crédito,1
TX005824,T01861,C0875,2024-03-21,125126.38,Supermercado,crédito,1
TX005825,T01865,C0878,2024-03-21,38730.56,Supermercado,débito,1
TX005826,T01885,C0888,2024-03-21,69353.43,Supermercado,débito,1
TX005827,T01931,C0909,2024-03-21,10901.89,Salud,débito,1
TX005828,T01935,C0913,2024-03-21,36955.85,Supermercado,débito,1
TX005829,T01937,C0914,2024-03-21,13662.09,Supermercado,débito,1
TX005830,T01938,C0915,2024-03-21,147553.59,Supermercado,débito,0
TX005831,T01963,C0929,2024-03-21,24279.83,Servicios,débito,1
TX005832,T01972,C0933,2024-03-21,31387.33,Combustible,débito,1
TX005833,T02025,C0954,2024-03-21,187248.34,Restaurant,crédito,1
TX005834,T02091,C0993,2024-03-21,6445.51,Combustible,débito,1
TX005835,T02102,C0997,2024-03-21,65994.58,Restaurant,crédito,1
TX005836,T00006,C0003,2024-03-22,10859.62,Servicios,débito,1
TX005837,T00031,C0013,2024-03-22,97580.14,Indumentaria,crédito,1
TX005838,T00061,C0027,2024-03-22,22279.92,Combustible,débito,1
TX005839,T00106,C0050,2024-03-22,24821.62,E-commerce,crédito,1
TX005840,T00113,C0053,2024-03-22,104594.09,Indumentaria,crédito,1
TX005841,T00120,C0057,2024-03-22,36602.31,Indumentaria,débito,1
TX005842,T00212,C0092,2024-03-22,18829.08,Entretenimiento,crédito,1
TX005843,T00211,C0092,2024-03-22,21639.18,Combustible,débito,1
TX005844,T00343,C0155,2024-03-22,36389.38,E-commerce,crédito,1
TX005845,T00356,C0161,2024-03-22,168015.67,Indumentaria,débito,1
TX005846,T00450,C0209,2024-03-22,47104.77,Indumentaria,crédito,1
TX005847,T00463,C0214,2024-03-22,29984.4,Combustible,débito,1
TX005848,T00479,C0220,2024-03-22,21078.7,Supermercado,débito,1
TX005849,T00493,C0230,2024-03-22,16620.85,E-commerce,crédito,1
TX005850,T00554,C0261,2024-03-22,114528.35,Supermercado,débito,1
TX005851,T00583,C0275,2024-03-22,237070.72,Transferencia,débito,1
TX005852,T00604,C0284,2024-03-22,66379.56,Viajes,débito,1
TX005853,T00604,C0284,2024-03-22,62988.84,Restaurant,débito,1
TX005854,T00614,C0289,2024-03-22,47535.49,E-commerce,crédito,1
TX005855,T00615,C0290,2024-03-22,12673.09,Servicios,débito,1
TX005856,T00621,C0293,2024-03-22,231459.05,Transferencia,débito,1
TX005857,T00625,C0294,2024-03-22,51026.56,Entretenimiento,crédito,1
TX005858,T00632,C0299,2024-03-22,63896.26,Viajes,crédito,1
TX005859,T00634,C0300,2024-03-22,39244.04,Indumentaria,débito,1
TX005860,T00704,C0333,2024-03-22,12256.94,Entretenimiento,crédito,1
TX005861,T00772,C0362,2024-03-22,14989.46,Servicios,débito,1
TX005862,T00774,C0363,2024-03-22,7871.91,Entretenimiento,débito,1
TX005863,T00776,C0365,2024-03-22,58041.27,Servicios,débito,1
TX005864,T00777,C0365,2024-03-22,148337.04,Viajes,crédito,1
TX005865,T00783,C0367,2024-03-22,139752.32,Indumentaria,crédito,1
TX005866,T00784,C0367,2024-03-22,64914.62,Salud,crédito,1
TX005867,T00786,C0370,2024-03-22,23095.39,Combustible,débito,1
TX005868,T00797,C0377,2024-03-22,51734.85,Entretenimiento,débito,1
TX005869,T00817,C0385,2024-03-22,56172.06,Supermercado,crédito,1
TX005870,T00908,C0426,2024-03-22,16046.88,Indumentaria,débito,1
TX005871,T00962,C0452,2024-03-22,26824.77,Salud,débito,1
TX005872,T01007,C0472,2024-03-22,107005.72,Viajes,crédito,1
TX005873,T01025,C0482,2024-03-22,10975.54,Servicios,débito,1
TX005874,T01055,C0497,2024-03-22,18182.71,Supermercado,débito,1
TX005875,T01110,C0518,2024-03-22,38394.68,E-commerce,crédito,1
TX005876,T01125,C0524,2024-03-22,55431.19,Supermercado,débito,1
TX005877,T01146,C0533,2024-03-22,33851.52,Indumentaria,débito,1
TX005878,T01165,C0545,2024-03-22,34429.59,Restaurant,débito,1
TX005879,T01199,C0560,2024-03-22,12517.79,Servicios,débito,1
TX005880,T01217,C0568,2024-03-22,38123.03,Supermercado,débito,1
TX005881,T01230,C0575,2024-03-22,74584.16,Transferencia,débito,1
TX005882,T01272,C0598,2024-03-22,24102.51,Indumentaria,débito,1
TX005883,T01272,C0598,2024-03-22,53073.86,Entretenimiento,débito,1
TX005884,T01325,C0624,2024-03-22,71789.97,Salud,débito,1
TX005885,T01331,C0627,2024-03-22,56037.78,Restaurant,débito,1
TX005886,T01386,C0649,2024-03-22,32966.06,Combustible,crédito,1
TX005887,T01389,C0650,2024-03-22,44514.68,E-commerce,crédito,1
TX005888,T01413,C0661,2024-03-22,85956.34,Servicios,débito,1
TX005889,T01449,C0678,2024-03-22,9994.51,Salud,crédito,1
TX005890,T01466,C0686,2024-03-22,13449.29,Servicios,débito,1
TX005891,T01494,C0700,2024-03-22,53195.08,Combustible,débito,1
