cliente_id,nombre,edad,provincia,segmento,antiguedad_años,balance_ars,cant_productos,cliente_activo,churn
C0365,Cliente 365,47,Buenos Aires,Premium,2.8,17150.0,2,1,0
C0366,Cliente 366,55,CABA,Premium,2.0,266350.0,5,1,0
C0367,Cliente 367,55,Buenos Aires,Joven,9.5,16300.0,5,1,0
C0368,Cliente 368,62,CABA,PyME,0.1,500.0,5,1,0
C0369,Cliente 369,68,Buenos Aires,Retail,6.1,137200.0,5,0,0
C0370,Cliente 370,71,Mendoza,PyME,0.5,11400.0,5,1,0
C0371,Cliente 371,25,Mendoza,Retail,6.4,161600.0,5,1,0
C0372,Cliente 372,44,Rosario,Retail,3.8,155900.0,1,1,1
C0373,Cliente 373,44,Buenos Aires,Retail,7.4,91600.0,3,1,0
C0374,Cliente 374,51,Córdoba,Retail,0.4,2533800.0,5,0,0
C0375,Cliente 375,38,CABA,Retail,3.3,48700.0,3,1,0
C0376,Cliente 376,47,CABA,Joven,2.8,39000.0,5,0,0
C0377,Cliente 377,50,CABA,PyME,4.9,167000.0,4,1,0
C0378,Cliente 378,45,CABA,Premium,3.1,192850.0,5,1,0
C0379,Cliente 379,64,Santa Fe,Retail,3.1,341400.0,2,1,0
C0380,Cliente 380,50,Córdoba,Joven,2.2,8900.0,1,1,0
C0381,Cliente 381,22,CABA,Joven,1.5,9200.0,4,1,1
C0382,Cliente 382,65,Buenos Aires,PyME,2.6,188900.0,4,1,0
C0383,Cliente 383,36,Buenos Aires,Retail,0.5,10400.0,2,1,0
C0384,Cliente 384,21,Buenos Aires,Retail,13.0,149300.0,5,1,0
C0385,Cliente 385,52,Rosario,Retail,5.0,104300.0,1,0,0
C0386,Cliente 386,66,Buenos Aires,Retail,12.2,21100.0,4,0,0
C0387,Cliente 387,34,Buenos Aires,Retail,1.0,103900.0,1,1,1
C0388,Cliente 388,61,CABA,Joven,8.5,9400.0,4,0,0
C0389,Cliente 389,45,Santa Fe,Retail,6.6,13400.0,5,1,1
C0390,Cliente 390,47,Rosario,Retail,4.5,41900.0,4,1,0
C0391,Cliente 391,46,Santa Fe,Retail,3.9,67400.0,4,0,0
C0392,Cliente 392,63,Córdoba,Retail,1.5,38000.0,3,1,0
C0393,Cliente 393,70,CABA,Retail,6.8,114700.0,5,1,0
C0394,Cliente 394,23,Buenos Aires,Retail,2.8,107200.0,2,1,0
C0395,Cliente 395,52,Rosario,Retail,0.3,593700.0,2,0,1
C0396,Cliente 396,58,Santa Fe,PyME,1.5,51900.0,5,0,1
C0397,Cliente 397,54,Córdoba,Joven,11.0,359300.0,2,1,1
C0398,Cliente 398,41,Santa Fe,Retail,7.6,238300.0,5,1,0
C0399,Cliente 399,46,Santa Fe,Retail,16.0,1869100.0,2,1,0
C0400,Cliente 400,66,Córdoba,PyME,4.0,49500.0,3,1,0
C0401,Cliente 401,63,Rosario,Retail,1.1,31900.0,2,1,0
C0402,Cliente 402,70,Tucumán,Retail,0.7,395000.0,4,0,0
C0403,Cliente 403,48,Córdoba,PyME,0.8,106700.0,5,1,0
C0404,Cliente 404,52,Córdoba,Retail,0.1,409400.0,1,1,0
C0405,Cliente 405,50,Buenos Aires,Premium,2.0,614250.0,1,1,0
C0406,Cliente 406,69,Córdoba,Premium,0.8,8750.0,5,1,0
C0407,Cliente 407,38,Buenos Aires,Retail,2.1,105300.0,3,0,0
C0408,Cliente 408,49,Córdoba,Retail,10.9,95500.0,2,1,0
C0409,Cliente 409,40,Rosario,PyME,2.3,73100.0,3,1,0
C0410,Cliente 410,50,Córdoba,Retail,8.4,49100.0,1,1,0
C0411,Cliente 411,20,CABA,Retail,3.7,5500.0,5,1,0
C0412,Cliente 412,35,CABA,PyME,1.1,222200.0,5,1,0
C0413,Cliente 413,42,Buenos Aires,Premium,1.8,367150.0,3,1,0
C0414,Cliente 414,59,Santa Fe,Retail,0.4,312700.0,3,1,0
C0415,Cliente 415,48,Buenos Aires,PyME,1.6,6000.0,2,1,0
C0416,Cliente 416,71,Buenos Aires,Retail,4.5,128100.0,4,1,0
C0417,Cliente 417,20,CABA,PyME,0.3,42100.0,4,1,0
C0418,Cliente 418,57,Santa Fe,PyME,0.9,74300.0,2,0,0
C0419,Cliente 419,63,Santa Fe,Premium,1.9,149800.0,4,1,0
C0420,Cliente 420,41,Buenos Aires,Retail,16.1,135300.0,1,1,0
C0421,Cliente 421,67,CABA,Joven,6.1,46900.0,4,1,0
C0422,Cliente 422,49,CABA,Retail,5.3,12400.0,2,1,0
C0423,Cliente 423,64,Córdoba,PyME,0.5,68200.0,4,1,0
C0424,Cliente 424,39,Córdoba,Retail,6.1,43400.0,5,1,0
C0425,Cliente 425,40,CABA,Retail,6.2,52800.0,3,1,0
C0426,Cliente 426,19,Córdoba,Retail,3.7,500.0,1,1,0
C0427,Cliente 427,44,CABA,Joven,18.6,166700.0,5,1,0
C0428,Cliente 428,59,Mendoza,Joven,1.6,37300.0,5,1,1
C0429,Cliente 429,19,CABA,Retail,11.3,7900.0,2,1,0
C0430,Cliente 430,43,CABA,Retail,9.8,238900.0,3,1,0
C0431,Cliente 431,34,CABA,PyME,0.0,155500.0,3,1,0
C0432,Cliente 432,57,Córdoba,Retail,2.4,36600.0,1,1,0
C0433,Cliente 433,50,Santa Fe,Retail,15.1,10600.0,2,1,1
C0434,Cliente 434,26,CABA,Premium,0.4,273700.0,1,0,0
C0435,Cliente 435,60,Córdoba,Premium,3.2,252000.0,4,1,0
C0436,Cliente 436,71,Santa Fe,Joven,15.4,239500.0,5,0,1
C0437,Cliente 437,65,CABA,Retail,3.2,30800.0,1,1,0
C0438,Cliente 438,56,CABA,Retail,0.8,359500.0,5,1,0
C0439,Cliente 439,46,Mendoza,Premium,3.5,93100.0,2,1,1
C0440,Cliente 440,59,CABA,PyME,0.9,8000.0,4,0,0
C0441,Cliente 441,43,CABA,Premium,2.9,38500.0,2,1,0
C0442,Cliente 442,52,Rosario,Premium,0.3,190750.0,4,1,0
C0443,Cliente 443,67,Buenos Aires,Retail,3.7,54300.0,4,1,0
C0444,Cliente 444,42,Buenos Aires,PyME,2.9,97900.0,5,1,0
C0445,Cliente 445,41,CABA,Retail,5.4,52300.0,2,1,1
C0446,Cliente 446,30,Tucumán,Retail,4.0,259400.0,2,0,0
C0447,Cliente 447,24,Buenos Aires,Premium,3.2,141750.0,1,0,0
C0448,Cliente 448,53,Buenos Aires,Retail,4.7,3000.0,2,1,1
C0449,Cliente 449,62,Buenos Aires,Retail,0.6,49900.0,1,0,0
C0450,Cliente 450,37,Buenos Aires,PyME,3.6,3000.0,3,1,0
C0451,Cliente 451,18,Buenos Aires,Retail,0.8,90000.0,3,1,0
C0452,Cliente 452,25,CABA,PyME,10.4,292400.0,3,1,1
C0453,Cliente 453,63,Córdoba,Retail,0.3,13600.0,2,1,0
C0454,Cliente 454,33,Buenos Aires,PyME,2.3,502700.0,2,0,0
C0455,Cliente 455,31,CABA,Retail,4.8,212000.0,1,1,0
C0456,Cliente 456,29,Buenos Aires,Retail,2.5,365800.0,4,1,0
C0457,Cliente 457,68,CABA,Joven,0.4,79600.0,1,1,1
C0458,Cliente 458,40,CABA,PyME,3.2,13500.0,3,1,0
C0459,Cliente 459,32,Santa Fe,Retail,4.1,193200.0,1,1,0
C0460,Cliente 460,45,Buenos Aires,Retail,4.9,23500.0,4,0,1
C0461,Cliente 461,51,CABA,PyME,1.9,71500.0,2,0,0
C0462,Cliente 462,19,Buenos Aires,Premium,3.3,162050.0,1,0,0
C0463,Cliente 463,49,Mendoza,PyME,2.4,323500.0,3,1,0
C0464,Cliente 464,40,Santa Fe,PyME,4.5,179100.0,3,1,0
C0465,Cliente 465,39,Córdoba,Retail,3.5,53100.0,2,1,0
C0466,Cliente 466,68,Buenos Aires,Retail,3.0,3200.0,1,1,1
C0467,Cliente 467,42,Tucumán,Premium,1.1,80850.0,4,1,0
C0468,Cliente 468,39,Buenos Aires,Retail,0.0,172200.0,2,1,0
C0469,Cliente 469,39,Buenos Aires,Retail,0.8,91100.0,1,1,0
C0470,Cliente 470,66,CABA,Joven,0.5,6300.0,5,1,0
C0471,Cliente 471,69,Buenos Aires,Premium,2.4,14000.0,3,1,0
C0472,Cliente 472,59,Rosario,PyME,3.8,80300.0,4,1,0
C0473,Cliente 473,23,Santa Fe,Premium,1.0,43050.0,4,1,1
C0474,Cliente 474,32,Buenos Aires,Premium,11.2,49700.0,4,0,0
C0475,Cliente 475,71,Córdoba,Retail,0.0,164200.0,3,1,0
C0476,Cliente 476,60,Rosario,Retail,5.9,363400.0,1,0,0
C0477,Cliente 477,54,Mendoza,Retail,3.9,19400.0,2,1,1
C0478,Cliente 478,50,Córdoba,Retail,1.9,56000.0,1,1,0
C0479,Cliente 479,25,Tucumán,PyME,0.2,53600.0,2,1,0
C0480,Cliente 480,70,Rosario,Retail,3.9,46800.0,4,0,0
C0481,Cliente 481,61,Santa Fe,Retail,1.9,63600.0,1,0,1
C0482,Cliente 482,61,Buenos Aires,Retail,11.0,186200.0,4,1,0
C0483,Cliente 483,22,CABA,Retail,3.1,21800.0,5,1,0
C0484,Cliente 484,56,Mendoza,Retail,11.2,6100.0,4,1,0
C0485,Cliente 485,21,Buenos Aires,Retail,1.0,755400.0,4,1,0
C0486,Cliente 486,23,Mendoza,Retail,5.2,306900.0,2,0,0
C0487,Cliente 487,62,Buenos Aires,Retail,3.8,11400.0,5,1,0
C0488,Cliente 488,49,Buenos Aires,Retail,5.4,73400.0,4,1,0
C0489,Cliente 489,69,CABA,PyME,1.0,272700.0,4,1,1
C0490,Cliente 490,47,Buenos Aires,Retail,4.4,184200.0,5,1,1
C0491,Cliente 491,64,Rosario,Retail,2.8,119700.0,5,1,0
C0492,Cliente 492,52,Mendoza,Premium,5.4,162400.0,1,1,1
C0493,Cliente 493,57,Santa Fe,Retail,1.6,798900.0,2,1,0
C0494,Cliente 494,69,Córdoba,PyME,8.8,83400.0,5,1,0
C0495,Cliente 495,33,Buenos Aires,Premium,0.4,96950.0,5,1,0
C0496,Cliente 496,30,CABA,Retail,6.6,221200.0,3,0,0
C0497,Cliente 497,67,Córdoba,Premium,7.9,242200.0,5,1,0
C0498,Cliente 498,59,CABA,Retail,6.8,101200.0,2,1,0
C0499,Cliente 499,47,Buenos Aires,Premium,2.9,284200.0,4,1,0
C0500,Cliente 500,36,CABA,Retail,2.3,126100.0,4,1,0
C0501,Cliente 501,34,CABA,PyME,20.0,13800.0,4,1,0
C0502,Cliente 502,36,Rosario,Retail,1.0,6800.0,4,1,0
C0503,Cliente 503,45,Mendoza,Premium,3.2,1801100.0,3,1,1
C0504,Cliente 504,43,CABA,Premium,4.4,304850.0,5,0,0
C0505,Cliente 505,54,Córdoba,Retail,4.8,190300.0,4,1,0
C0506,Cliente 506,43,Santa Fe,Retail,0.9,4300.0,1,1,0
C0507,Cliente 507,70,Buenos Aires,PyME,4.2,296600.0,4,1,0
C0508,Cliente 508,40,Mendoza,PyME,6.8,27400.0,5,1,1
C0509,Cliente 509,26,Mendoza,Retail,0.2,17900.0,4,1,0
C0510,Cliente 510,29,CABA,PyME,9.7,54400.0,3,0,0
C0511,Cliente 511,70,CABA,Joven,0.1,13800.0,2,1,0
C0512,Cliente 512,18,Buenos Aires,PyME,1.8,59700.0,2,1,0
C0513,Cliente 513,18,CABA,Retail,0.1,48800.0,5,1,1
C0514,Cliente 514,64,Buenos Aires,PyME,0.3,293800.0,2,1,0
C0515,Cliente 515,51,Mendoza,Retail,9.7,579600.0,2,1,0
C0516,Cliente 516,49,Buenos Aires,Joven,1.8,552500.0,1,1,0
C0517,Cliente 517,71,CABA,Retail,2.2,2000.0,5,1,0
C0518,Cliente 518,65,Tucumán,Retail,1.0,14700.0,5,1,0
C0519,Cliente 519,42,Santa Fe,PyME,3.6,2000.0,2,1,0
C0520,Cliente 520,57,Buenos Aires,Retail,3.6,10000.0,2,0,0
C0521,Cliente 521,62,Buenos Aires,Joven,1.9,22600.0,2,1,0
C0522,Cliente 522,70,Buenos Aires,Joven,1.6,110800.0,3,0,1
C0523,Cliente 523,18,Córdoba,Premium,8.7,95900.0,4,0,0
C0524,Cliente 524,33,Buenos Aires,Retail,1.9,28600.0,3,1,0
C0525,Cliente 525,56,CABA,Premium,2.7,275100.0,5,1,0
C0526,Cliente 526,22,Rosario,Retail,1.3,4600.0,1,1,0
C0527,Cliente 527,39,Buenos Aires,Retail,6.2,17000.0,4,1,0
C0528,Cliente 528,46,Mendoza,PyME,2.0,28100.0,1,1,0
C0529,Cliente 529,20,Rosario,Retail,2.9,44200.0,5,0,0
C0530,Cliente 530,29,Buenos Aires,Retail,1.2,67200.0,5,0,0
C0531,Cliente 531,43,Mendoza,Joven,17.6,568600.0,1,1,0
C0532,Cliente 532,33,CABA,Retail,1.4,233900.0,1,1,0
C0533,Cliente 533,68,Tucumán,Retail,5.9,18900.0,1,1,0
C0534,Cliente 534,54,Córdoba,Joven,2.2,40500.0,5,0,0
C0535,Cliente 535,39,Córdoba,Retail,0.9,36500.0,2,1,1
C0536,Cliente 536,46,CABA,PyME,6.4,27700.0,1,1,1
C0537,Cliente 537,31,Mendoza,Joven,1.6,90100.0,4,1,0
C0538,Cliente 538,45,Santa Fe,Joven,8.0,3700.0,5,1,0
C0539,Cliente 539,22,CABA,Premium,9.9,785400.0,3,0,0
C0540,Cliente 540,64,Mendoza,Retail,7.9,759400.0,3,1,0
C0541,Cliente 541,66,Buenos Aires,Retail,0.1,39900.0,4,1,1
C0542,Cliente 542,47,Buenos Aires,PyME,6.2,38800.0,2,0,0
C0543,Cliente 543,63,Buenos Aires,PyME,2.1,75800.0,1,1,0
C0544,Cliente 544,69,CABA,Premium,8.3,967050.0,5,1,0
C0545,Cliente 545,22,Buenos Aires,Retail,4.1,36800.0,1,1,0
C0546,Cliente 546,29,Tucumán,Retail,7.2,243000.0,5,1,0
C0547,Cliente 547,33,Buenos Aires,Retail,2.8,124600.0,3,1,0
C0548,Cliente 548,43,Córdoba,PyME,3.1,2068700.0,1,1,0
C0549,Cliente 549,43,Buenos Aires,Retail,0.6,36600.0,4,1,0
C0550,Cliente 550,65,Mendoza,Joven,6.1,3100.0,2,1,0
C0551,Cliente 551,38,Rosario,PyME,2.2,7000.0,4,1,0
C0552,Cliente 552,56,CABA,Retail,2.8,61000.0,2,0,0
C0553,Cliente 553,53,Mendoza,Premium,6.2,979300.0,1,1,0
C0554,Cliente 554,50,Buenos Aires,Retail,3.7,22500.0,1,1,0
C0555,Cliente 555,47,Santa Fe,Premium,0.9,148050.0,2,1,1
C0556,Cliente 556,54,Buenos Aires,PyME,3.6,167300.0,3,1,1
C0557,Cliente 557,40,Tucumán,PyME,2.1,14100.0,5,0,1
C0558,Cliente 558,27,Buenos Aires,PyME,2.5,23900.0,4,1,0
C0559,Cliente 559,71,Córdoba,Retail,0.1,10400.0,4,1,0
C0560,Cliente 560,22,Santa Fe,Retail,0.9,350600.0,4,1,0
C0561,Cliente 561,53,Buenos Aires,PyME,1.3,604700.0,1,1,1
C0562,Cliente 562,51,Buenos Aires,Retail,5.0,5600.0,4,1,1
C0563,Cliente 563,69,Buenos Aires,Retail,0.0,48400.0,5,1,1
C0564,Cliente 564,48,CABA,Retail,2.1,494300.0,5,0,0
C0565,Cliente 565,27,Córdoba,Premium,10.3,381150.0,2,0,1
C0566,Cliente 566,36,Buenos Aires,Retail,0.5,28700.0,1,1,0
C0567,Cliente 567,49,CABA,Premium,2.9,20650.0,5,1,0
C0568,Cliente 568,18,Buenos Aires,Joven,6.2,337500.0,3,0,0
C0569,Cliente 569,22,Santa Fe,Retail,11.4,102800.0,1,1,0
C0570,Cliente 570,62,Buenos Aires,Retail,5.5,6600.0,1,1,0
C0571,Cliente 571,21,Buenos Aires,Retail,5.1,356800.0,5,1,0
C0572,Cliente 572,33,Buenos Aires,PyME,7.0,5400.0,3,0,0
C0573,Cliente 573,41,CABA,Retail,2.4,43000.0,2,1,0
C0574,Cliente 574,33,Mendoza,Retail,6.6,40300.0,5,1,1
C0575,Cliente 575,19,CABA,Retail,0.0,678500.0,3,0,0
C0576,Cliente 576,66,Buenos Aires,PyME,10.3,40500.0,1,0,0
C0577,Cliente 577,45,Santa Fe,Retail,2.3,40300.0,3,0,0
C0578,Cliente 578,49,Santa Fe,PyME,3.2,7700.0,1,1,1
C0579,Cliente 579,44,Buenos Aires,Joven,1.2,22900.0,5,1,0
C0580,Cliente 580,37,Santa Fe,Retail,5.4,17600.0,5,1,0
C0581,Cliente 581,41,Tucumán,PyME,0.3,19000.0,4,1,0
C0582,Cliente 582,29,Buenos Aires,Retail,8.2,60400.0,4,1,0
C0583,Cliente 583,67,Santa Fe,PyME,7.0,1600.0,4,1,0
C0584,Cliente 584,52,Santa Fe,Premium,1.0,21700.0,5,0,1
C0585,Cliente 585,50,CABA,PyME,6.6,50700.0,2,1,0
C0586,Cliente 586,50,Buenos Aires,Retail,6.2,71800.0,5,1,0
C0587,Cliente 587,68,Buenos Aires,Retail,4.0,42200.0,3,1,1
C0588,Cliente 588,60,Mendoza,Retail,1.9,56300.0,5,1,1
C0589,Cliente 589,54,Rosario,Retail,1.3,32400.0,5,1,0
C0590,Cliente 590,29,Córdoba,Retail,1.1,58200.0,1,1,1
C0591,Cliente 591,20,CABA,Retail,1.5,114800.0,1,1,0
C0592,Cliente 592,18,Córdoba,Retail,9.4,113600.0,1,1,0
C0593,Cliente 593,50,Córdoba,Retail,0.3,21300.0,5,1,0
C0594,Cliente 594,57,CABA,PyME,7.1,236200.0,2,1,0
C0595,Cliente 595,27,Buenos Aires,Retail,1.7,75800.0,3,0,0
C0596,Cliente 596,60,Mendoza,Retail,2.9,380100.0,3,1,0
C0597,Cliente 597,61,CABA,Retail,6.3,513700.0,2,1,0
C0598,Cliente 598,46,Santa Fe,Retail,8.6,6900.0,2,0,0
C0599,Cliente 599,30,Buenos Aires,Joven,1.7,16500.0,3,1,0
C0600,Cliente 600,29,Buenos Aires,Retail,2.5,202900.0,4,0,0
C0601,Cliente 601,48,Buenos Aires,PyME,2.1,4900.0,1,0,0
C0602,Cliente 602,63,CABA,Joven,0.1,504000.0,1,1,0
C0603,Cliente 603,19,Tucumán,PyME,1.4,35700.0,3,0,0
C0604,Cliente 604,68,Buenos Aires,Premium,2.5,496650.0,2,1,0
C0605,Cliente 605,67,Mendoza,PyME,2.1,50300.0,4,1,0
C0606,Cliente 606,52,CABA,Joven,5.1,7400.0,3,1,0
C0607,Cliente 607,40,Mendoza,Premium,1.9,1020950.0,1,1,0
C0608,Cliente 608,34,Buenos Aires,Premium,2.7,12979050.0,5,0,1
C0609,Cliente 609,43,Mendoza,Premium,2.2,96950.0,2,1,0
C0610,Cliente 610,25,Santa Fe,Premium,5.4,129150.0,5,1,0
C0611,Cliente 611,46,Buenos Aires,Premium,8.0,3850.0,3,1,0
C0612,Cliente 612,43,Buenos Aires,Retail,3.0,454600.0,1,1,1
C0613,Cliente 613,27,Mendoza,Retail,6.2,235100.0,4,1,0
C0614,Cliente 614,43,Rosario,Retail,1.4,4400.0,5,1,0
C0615,Cliente 615,51,Buenos Aires,Retail,3.1,2700.0,4,0,0
C0616,Cliente 616,68,Santa Fe,Retail,1.7,3200.0,1,1,0
C0617,Cliente 617,58,Tucumán,Retail,2.1,157600.0,5,0,0
C0618,Cliente 618,24,Mendoza,Premium,5.3,640500.0,4,1,0
C0619,Cliente 619,21,Rosario,Retail,8.5,15000.0,4,1,0
C0620,Cliente 620,70,Santa Fe,PyME,0.5,126600.0,5,1,0
C0621,Cliente 621,67,CABA,Retail,4.0,76000.0,1,1,0
C0622,Cliente 622,62,CABA,Retail,3.5,34500.0,4,1,0
C0623,Cliente 623,28,CABA,PyME,0.5,256600.0,3,0,0
C0624,Cliente 624,46,Santa Fe,Premium,1.0,34300.0,5,1,0
C0625,Cliente 625,53,Santa Fe,Retail,1.5,334800.0,2,0,1
C0626,Cliente 626,42,Buenos Aires,PyME,0.7,20100.0,2,1,1
C0627,Cliente 627,38,Mendoza,PyME,1.1,866600.0,1,1,0
C0628,Cliente 628,53,Santa Fe,Retail,1.2,13300.0,3,1,0
C0629,Cliente 629,27,Córdoba,Retail,1.6,35300.0,4,0,0
C0630,Cliente 630,54,CABA,Joven,5.5,65400.0,2,1,0
C0631,Cliente 631,26,CABA,Premium,3.4,226800.0,1,0,0
C0632,Cliente 632,41,Buenos Aires,Premium,17.1,437500.0,3,0,1
C0633,Cliente 633,52,Buenos Aires,PyME,2.1,8700.0,3,1,0
C0634,Cliente 634,66,Buenos Aires,Retail,5.6,56600.0,1,1,0
C0635,Cliente 635,52,Buenos Aires,Retail,8.2,73700.0,1,1,0
C0636,Cliente 636,65,CABA,Retail,4.5,27100.0,4,1,0
C0637,Cliente 637,53,CABA,PyME,2.1,109800.0,1,0,0
C0638,Cliente 638,35,Buenos Aires,Premium,5.6,27650.0,4,1,0
C0639,Cliente 639,66,Santa Fe,Premium,0.9,128450.0,4,1,0
C0640,Cliente 640,56,Buenos Aires,Retail,1.6,19300.0,5,1,1
C0641,Cliente 641,49,Tucumán,Retail,3.2,36900.0,3,1,0
C0642,Cliente 642,41,Rosario,Retail,3.4,524700.0,3,1,1
C0643,Cliente 643,40,Buenos Aires,PyME,0.1,540200.0,3,1,1
C0644,Cliente 644,49,CABA,Premium,11.6,1409100.0,5,1,0
C0645,Cliente 645,54,Buenos Aires,Retail,4.8,29900.0,4,1,0
C0646,Cliente 646,29,Córdoba,PyME,2.7,233600.0,4,0,0
C0647,Cliente 647,66,Córdoba,Retail,10.8,70900.0,1,1,1
C0648,Cliente 648,30,Buenos Aires,Joven,2.3,64100.0,5,1,0
C0649,Cliente 649,40,Córdoba,Retail,15.7,53300.0,1,1,0
C0650,Cliente 650,42,Buenos Aires,Premium,2.9,2929500.0,5,1,0
C0651,Cliente 651,52,Buenos Aires,Retail,0.5,464500.0,1,1,0
C0652,Cliente 652,58,Córdoba,Joven,5.8,183000.0,2,0,1
C0653,Cliente 653,47,CABA,Retail,4.5,46400.0,3,1,0
C0654,Cliente 654,34,Córdoba,Retail,5.9,63500.0,3,1,0
C0655,Cliente 655,66,CABA,Retail,12.1,132700.0,4,1,0
C0656,Cliente 656,37,Rosario,Retail,6.0,27400.0,2,1,1
C0657,Cliente 657,65,Buenos Aires,Retail,3.8,244600.0,3,1,0
C0658,Cliente 658,42,CABA,Joven,7.8,15000.0,4,1,0
C0659,Cliente 659,39,Córdoba,Retail,4.5,107800.0,2,1,0
C0660,Cliente 660,30,CABA,PyME,2.1,1900.0,3,1,0
C0661,Cliente 661,36,Rosario,Premium,8.7,91700.0,1,1,0
C0662,Cliente 662,66,Santa Fe,Premium,1.0,4729200.0,5,1,0
C0663,Cliente 663,53,Córdoba,Retail,5.0,283300.0,2,0,0
C0664,Cliente 664,29,Santa Fe,Retail,8.5,599100.0,4,1,0
C0665,Cliente 665,58,Rosario,PyME,5.3,22000.0,2,1,0
C0666,Cliente 666,36,Tucumán,Joven,4.8,70000.0,4,1,0
C0667,Cliente 667,29,Santa Fe,Retail,5.6,409600.0,2,1,0
C0668,Cliente 668,26,Santa Fe,Retail,2.5,154800.0,4,1,1
C0669,Cliente 669,24,Buenos Aires,Retail,8.3,128400.0,3,1,1
C0670,Cliente 670,45,Buenos Aires,Joven,0.9,691000.0,1,1,0
C0671,Cliente 671,31,Córdoba,Retail,0.5,12600.0,3,1,0
C0672,Cliente 672,48,Buenos Aires,Retail,1.3,45400.0,1,1,0
C0673,Cliente 673,69,CABA,PyME,3.0,4300.0,3,1,0
C0674,Cliente 674,36,Buenos Aires,Retail,2.9,11600.0,3,1,0
C0675,Cliente 675,64,CABA,Retail,6.9,299900.0,2,1,0
C0676,Cliente 676,33,Santa Fe,Premium,2.1,52850.0,5,1,0
C0677,Cliente 677,70,Tucumán,Joven,2.6,180500.0,4,1,1
C0678,Cliente 678,22,Buenos Aires,Retail,0.1,720500.0,4,1,0
C0679,Cliente 679,52,CABA,Retail,2.1,45800.0,4,1,0
C0680,Cliente 680,29,Mendoza,Retail,4.2,130600.0,1,0,0
C0681,Cliente 681,42,Buenos Aires,Retail,0.1,182600.0,4,1,0
C0682,Cliente 682,69,Mendoza,Premium,1.3,33600.0,4,1,0
C0683,Cliente 683,38,CABA,Retail,0.9,23700.0,2,1,0
C0684,Cliente 684,53,CABA,Retail,0.2,13300.0,3,0,0
C0685,Cliente 685,70,Rosario,Retail,2.6,26800.0,4,1,0
C0686,Cliente 686,40,Buenos Aires,Premium,0.8,613550.0,5,1,1
C0687,Cliente 687,33,Córdoba,Premium,5.4,85750.0,4,1,0
C0688,Cliente 688,56,Mendoza,PyME,7.5,56800.0,1,1,0
C0689,Cliente 689,62,Buenos Aires,Retail,3.2,12500.0,1,1,0
C0690,Cliente 690,70,Córdoba,PyME,16.0,376900.0,1,1,0
C0691,Cliente 691,59,Rosario,PyME,2.4,26400.0,4,0,0
C0692,Cliente 692,56,Buenos Aires,Retail,2.9,588000.0,2,0,0
C0693,Cliente 693,31,Mendoza,Retail,18.1,65600.0,5,1,1
C0694,Cliente 694,48,Córdoba,Retail,1.1,7300.0,4,1,1
C0695,Cliente 695,22,Córdoba,Retail,11.4,46300.0,2,0,0
C0696,Cliente 696,52,Córdoba,Retail,0.2,12200.0,2,1,1
C0697,Cliente 697,40,Buenos Aires,Retail,2.4,144900.0,4,1,0
C0698,Cliente 698,46,Tucumán,Retail,0.3,40500.0,4,1,0
C0699,Cliente 699,60,Tucumán,PyME,5.2,76500.0,2,1,0
C0700,Cliente 700,28,Córdoba,Retail,3.8,34400.0,2,1,1
C0701,Cliente 701,35,Santa Fe,PyME,4.9,26000.0,2,1,0
C0702,Cliente 702,64,Córdoba,Premium,1.9,48650.0,4,1,0
C0703,Cliente 703,29,CABA,PyME,1.8,209900.0,2,1,0
C0704,Cliente 704,26,Córdoba,Premium,0.2,161700.0,1,1,0
C0705,Cliente 705,27,Córdoba,Retail,1.7,37300.0,4,1,0
C0706,Cliente 706,61,Córdoba,Premium,10.6,155750.0,1,0,1
C0707,Cliente 707,34,Santa Fe,Retail,1.9,21600.0,3,1,0
C0708,Cliente 708,55,CABA,Retail,7.1,37500.0,4,1,0
C0709,Cliente 709,24,Buenos Aires,Joven,7.4,81500.0,3,0,0
C0710,Cliente 710,63,Buenos Aires,Retail,1.9,12700.0,2,0,0
C0711,Cliente 711,30,CABA,Retail,4.0,15800.0,2,1,0
C0712,Cliente 712,57,Santa Fe,PyME,0.4,473300.0,5,1,0
C0713,Cliente 713,59,Córdoba,PyME,0.4,34700.0,2,1,0
C0714,Cliente 714,26,Córdoba,Premium,0.2,91700.0,3,0,0
C0715,Cliente 715,67,CABA,Retail,3.5,8000.0,2,0,0
C0716,Cliente 716,44,Córdoba,Premium,2.2,750750.0,4,0,0
C0717,Cliente 717,19,CABA,Retail,3.2,12300.0,2,1,0
C0718,Cliente 718,22,CABA,PyME,2.9,58500.0,5,1,0
C0719,Cliente 719,46,Santa Fe,Joven,1.7,4600.0,2,1,1
C0720,Cliente 720,54,Mendoza,PyME,4.5,204300.0,3,1,0
C0721,Cliente 721,55,CABA,PyME,5.7,349900.0,3,1,0
C0722,Cliente 722,36,Buenos Aires,Retail,0.1,123800.0,2,1,0
C0723,Cliente 723,25,Buenos Aires,PyME,0.9,6000.0,3,1,0
C0724,Cliente 724,65,Buenos Aires,PyME,5.0,210700.0,3,1,1
C0725,Cliente 725,62,Córdoba,Retail,2.0,17300.0,5,1,0
C0726,Cliente 726,18,CABA,PyME,4.3,10300.0,4,1,0
C0727,Cliente 727,39,CABA,Retail,1.7,33700.0,5,1,0
C0728,Cliente 728,69,CABA,Premium,2.0,114450.0,1,1,0
C0729,Cliente 729,34,Buenos Aires,PyME,0.7,28100.0,5,1,0
